txt,lbl,prob_positve,user_id,clothes_id
chất_liệu gì hông biết,0,0.1957290321588516,96,55
dép đúng như hình moi người nên mua,1,0.7805734872817993,33,18
ship bơ giao hàng nhanh,1,0.9223508834838868,63,68
màu_sắc y hình,1,0.9776597619056702,95,23
đúng với mô_tả rất hài_lòng lần sau sẽ ủng_hộ nơa,1,0.992907166481018,53,89
chất_liệu dẹp dày đẹp,1,0.9897819757461548,28,34
dép y hình rất đẹp dép dày,1,0.9925891160964966,86,20
rất hài_long,1,0.9926528930664062,90,92
chất_liệu kha tot,1,0.9921633005142212,7,44
màu_sắc giong hinh,1,0.9793725609779358,23,100
đúng với mô_tả dep hoi rach o cho con gau nhung hang van ok nha moi nguoi,0,0.1256847828626632,94,90
nen mua nha,1,0.754340648651123,64,1
chất_liệu chất_liệu tốt,1,0.9820519089698792,7,20
màu_sắc đẹp,1,0.9893948435783386,89,43
đúng với mô_tả đúng vs ảnh của shop mô_tả,1,0.514057993888855,45,65
hàng đẹp giá rẻ mn nên mua ủng_hộ shop nha,1,0.9928327798843384,45,72
chất_liệu để chất_liệu vải nhưng mua về là mút,0,0.0042575118131935,15,95
màu_sắc rất đẹp,1,0.9929012656211852,42,18
đúng với mô_tả rất tuyệt,1,0.9928866028785706,35,36
dép khá tốt và rất rẻ chỉ có k,1,0.9896029829978944,17,12
chất_liệu rất tốt,1,0.992347240447998,50,71
màu_sắc đúng như hình,1,0.7168674468994141,6,50
đúng với mô_tả tuyệt_vời,1,0.992887556552887,30,84
rất tốt_giống như hình,1,0.9896121621131896,71,86
sau_này sẽ quay lại ủng_hộ,1,0.977413773536682,36,4
chất_liệu k bt,0,0.0503311417996883,82,38
màu_sắc trăng ơ,1,0.6986037492752075,22,57
đúng với mô_tả đúng,1,0.6358078122138977,4,78
"mùi nhựa hơi hắc , dép giao nhanh rom ổn nma dép k mềm như quảng_cáo",0,0.0426275618374347,99,44
đúng với mô_tả đ k,0,0.093412384390831,36,27
chất_liệu chắc bền,1,0.9797620177268982,62,28
màu_sắc đúng mẫu,1,0.8390223979949951,21,46
đúng với mô tảy hình,0,0.3630732595920563,59,69
xuất_sắc luôn mng ơi,1,0.9929185509681702,14,77
mình mua đc giá k mà dép đỉnh vãi luôn í,1,0.9866437315940856,33,1
nên mua nha mng,1,0.991438090801239,43,100
"giao hàng n h anh , shop thân_thiện lắm luôn , hàng đẹp , shipper dễ_thương nữa nhất_định sẽ ủng_hộ tiếp ạ",1,0.9929012060165404,32,53
chất_liệu ok,1,0.9762645959854126,18,81
màu_sắc ok,1,0.9877118468284608,55,1
đúng với mô_tả không đúng,0,0.0130092669278383,50,25
"dép đẹp ok , mà e mua dép có gầu , lại giao dép trơn",0,0.1243176609277725,55,79
chất_liệu ch x đem về,0,0.0627200379967689,37,79
màu_sắc ch x đem về,0,0.0699546933174133,84,56
đúng với mô_tả ch x đem về,0,0.0669477730989456,60,57
"yêu_cầu sop giao hàng đến cho mình , chứ tuần r chx có hàng",0,0.0117537844926118,79,96
chất_liệu cao_su,0,0.0517855510115623,59,100
màu_sắc đung mau mik lưa,1,0.9923734068870544,37,2
đúng với mô_tả san ph âm giông như trong hinh đep,1,0.987472653388977,97,80
đúng với mô_tả đúng,1,0.6358078122138977,74,1
"chất liệuxốp , cao_su",0,0.0199048016220331,91,84
màu_sắc trắng,0,0.0329040735960006,74,92
"hàng rẻ chất_lượng , shipper thân_thiện",1,0.9923343062400818,16,64
chất_liệu cũng tạm đc,0,0.1072411835193634,100,9
màu_sắc trắng,0,0.0329040735960006,38,43
đúng với mô_tả tốt,1,0.947851061820984,76,63
tuyệt_vời đóng hàng cũng chắc_chắn,1,0.9928994178771972,37,29
đúng với mô tản hưng hình con gấu hơi lạ,0,0.3635757565498352,71,36
chất_liệu tốt cứng,0,0.3392267227172851,66,43
màu_sắc đúng như hình,1,0.7168674468994141,10,99
tốt,1,0.9779788851737976,37,74
màu_sắc trắng,0,0.0329040735960006,23,64
đúng với mô_tả đúng đẹp lâm lun đúng như ảnh đế cao cmm,1,0.9463904500007628,8,95
chất_liệu xinh h,1,0.9913471341133118,82,53
rất êm và hàng đúng như quảng_cáo mình cũng muốn mua với giá rẻ lần sau sẽ mua tiếp,1,0.992580235004425,64,95
đúng với mô_tả mười điểm khỏi bàn,1,0.9921293258666992,2,33
"dép rất êm đi vừa chân , lại còn giao nhanh nữa",1,0.9925587177276612,99,90
màu_sắc đu g,0,0.056978702545166,81,70
đúng với mô_tả du g mô_tả,0,0.0427060648798942,92,20
chất_liệu tốt,1,0.9819064140319824,92,13
"hàng đúng mẫu , đep , chất luong",1,0.9929298758506776,40,68
chất_liệu tốt,1,0.9819064140319824,84,64
ko còn gì để nói,0,0.0091821765527129,60,60
chất_liệu tốt,1,0.9819064140319824,12,32
màu_sắc trắng_đen,0,0.0324107967317104,21,16
đúng với mô_tả đúng,1,0.6358078122138977,91,100
đẹp lắm mng cảm_ơn shop nha,1,0.992096781730652,54,10
màu_sắc trắng,0,0.0329040735960006,19,45
ta nói chỉ k mà đc đôi dép mờ ê mê luôn sao o cho shop luôn,1,0.9768998622894288,82,10
đúng với mô_tả b t h,0,0.0673816949129104,30,52
chất_liệu br h,0,0.1460290551185608,99,65
màu_sắc b t h,0,0.0457787439227104,55,91
k bt sao mua với giá k luôn,1,0.7502029538154602,49,97
chất_liệu ko bt,0,0.0160449240356683,18,63
màu_sắc trắng đẹp,1,0.9827547669410706,64,98
đúng với mô_tả quá chuẩn luôn,1,0.9922698736190796,74,85
đáng mua đấy,1,0.9923014640808104,60,63
màu_sắc đẹp,1,0.9893948435783386,83,70
đúng với mô_tả vừa đẹp,1,0.9871222376823424,90,4
chất_liệu tốt,1,0.9819064140319824,39,100
sản_phẩm mình mua rất hợp,1,0.9917206764221193,48,88
đúng với mô_tả đúng với mô_tả,1,0.6846725344657898,24,29
chất_liệu tốt,1,0.9819064140319824,81,73
màu_sắc đúng với hình_ảnh,1,0.7016581892967224,61,35
đẹp,1,0.9928285479545592,9,3
màu_sắc trắng_đen,0,0.0324107967317104,6,33
đúng với mô_tả rất đúng với mô_tả rất đẹp,1,0.9928292632102966,70,85
chất_liệu tốt,1,0.9819064140319824,9,66
chất_liệu đẹp,1,0.9897521734237672,58,98
màu_sắc trắng gấu đen,0,0.0621160455048084,41,14
"đúng với mô tảđúng , chống nước tốt",1,0.9879837036132812,87,79
chất_liệu chất_liệu bền dẻo,1,0.9811893701553344,38,61
màu_sắc đúng màu,0,0.3079327344894409,12,3
đúng với mô_tả rất hài_lòng,1,0.9926637411117554,78,82
chất_liệu tạm ổn,0,0.1050432026386261,87,57
màu_sắc trắng,0,0.0329040735960006,96,28
đúng với mô_tả giống với hình,0,0.4734799265861511,42,52
"tạm được , nên mua",1,0.5995808243751526,20,70
đúng với mô_tả đúng,1,0.6358078122138977,31,33
chất_liệu tốt,1,0.9819064140319824,9,12
màu_sắc đẹp,1,0.9893948435783386,89,12
với giá tiền thì cx đc,0,0.0926242098212242,88,33
chất_liệu n h,0,0.04959287494421,12,90
màu_sắc trắng,0,0.0329040735960006,85,77
đúng với mô_tả đú g,0,0.1249106079339981,81,81
sp đẹp đúng vs miêu_tả,1,0.9899306297302246,6,91
đúng với mô_tả đúng mô_tả,1,0.7273354530334473,84,49
chất_liệu cao_su,0,0.0517855510115623,82,95
màu_sắc trắng,0,0.0329040735960006,7,94
dép ổn đẹp,1,0.9893614649772644,46,88
màu_sắc trắng,0,0.0329040735960006,15,7
đúng với mô_tả bị lỗi ko giống ảnh,0,0.0100854150950908,80,89
rộng quá còn bị lỗi ko như mik nghĩ,0,0.0549527443945407,51,35
chất_liệu đúng như ảnh,1,0.8206684589385986,66,89
màu_sắc trắng_đen,0,0.0324107967317104,67,90
đúng với mô_tả hàng đẹp ạ,1,0.9822715520858764,67,79
chất_liệu tốt dày,1,0.984811782836914,55,10
màu_sắc đẹp,1,0.9893948435783386,20,60
đúng với mô_tả thiếu hình con chuột,0,0.0215916857123374,84,96
chất_liệu chuẩn,1,0.9871312975883484,45,94
màu_sắc chuẩn,1,0.9906588792800904,17,32
đúng với mô_tả h k có hình con gấu,0,0.0469286069273948,58,79
đúng với mô tảo k,0,0.0556600503623485,20,35
chất_liệu đúng,1,0.8794782757759094,80,24
màu_sắc đúng,1,0.7927626967430115,85,58
sản_phẩm rất tốt,1,0.9924551248550416,26,3
màu_sắc trắng,0,0.0329040735960006,18,45
đúng với mô_tả hàng đẹp lắm sốp,1,0.9913882613182068,66,55
hàng đẹp lắm sốp,1,0.9929487705230712,31,96
chất_liệu tốt,1,0.9819064140319824,16,11
màu_sắc đẹp,1,0.9893948435783386,47,37
đúng với mô_tả y e s,0,0.4853530824184418,18,42
êm lắm nên mua,1,0.9928954243659972,84,55
chất_liệu ko giống mt lắm,0,0.006343204062432,45,78
cx đc sợ vs giá thị_trường thì ok,0,0.1635153591632843,4,88
chất_liệu k biết,0,0.0487900152802467,20,31
màu_sắc trắng,0,0.0329040735960006,67,28
giao nhầm mẫu đặt nhưng hàng cũng ổn,1,0.5339917540550232,2,18
chất_liệu rất mềm,1,0.9912379384040833,4,71
màu_sắc tốt,1,0.9891502261161804,24,97
đúng với mô_tả rất tốt,1,0.9922904372215272,57,2
tốt,1,0.9779788851737976,68,18
chất_liệu tốt,1,0.9819064140319824,59,37
màu_sắc đúng màu,0,0.3079327344894409,44,66
đúng với mô_tả quá xuất_sắc,1,0.9926642179489136,49,31
đúng với mô tảo k,0,0.0556600503623485,40,97
chất_liệu mền cứng,0,0.0040483656339347,60,60
màu_sắc màu trắng_đen,0,0.0327409282326698,72,75
"đẹp , nhưng hơi mùi và hơi dơ với k thì nên mua nha mn",1,0.9691951870918274,3,74
chất_liệu cũng được,0,0.4820054769515991,2,30
màu_sắc e hit e,1,0.9927063584327698,15,100
đúng với mô tảo k k,0,0.0575806088745594,99,40
ok,1,0.95584899187088,60,74
chất_liệu nhẹ tốt,1,0.9775070548057556,87,69
màu_sắc đẹp,1,0.9893948435783386,92,44
đúng với mô_tả quá xịn,1,0.9927206039428712,11,62
xịn,1,0.992924690246582,55,16
chất_liệu e va,0,0.049017135053873,10,26
màu_sắc trắng,0,0.0329040735960006,83,60
đúng với mô_tả đúng với mô_tả,1,0.6846725344657898,100,34
chất_liệu đẹp,1,0.9897521734237672,8,77
màu_sắc trắng,0,0.0329040735960006,97,58
đúng với mô_tả y e s,0,0.4853530824184418,64,53
tuyệt_vời,1,0.992883801460266,99,78
mk săn đc đ rất đẹp và ok phải gọi là trên cả tuyệt_vời,1,0.9929088354110718,3,26
sản_phẩm tốt giao nhanh ship thân_thiện rất hài_lòng về sản_phẩm,1,0.99283629655838,15,30
đúng với mô_tả đẹp,1,0.9408416152000428,52,63
chất_liệu đẹp,1,0.9897521734237672,72,8
màu_sắc đẹp,1,0.9893948435783386,85,33
tuyệt_vời,1,0.992883801460266,65,21
chất_liệu đẹp,1,0.9897521734237672,16,58
dép đẹp và xịn chất_lượng dép tuyệt_vời,1,0.9928981065750122,6,61
chất_liệu tốt,1,0.9819064140319824,66,20
màu_sắc đẹp,1,0.9893948435783386,17,38
đúng với mô_tả đẹp hơn mô_tả,1,0.9888105392456056,52,2
chất_liệu ko bt,0,0.0160449240356683,99,36
màu_sắc trắng,0,0.0329040735960006,34,86
đúng với mô_tả đẹp,1,0.9408416152000428,79,20
đẹp,1,0.9928285479545592,65,46
chất_liệu nhựa,0,0.0374431982636451,14,87
màu_sắc trắng,0,0.0329040735960006,32,18
đúng với mô_tả quá ok,1,0.9919618964195251,32,10
"chưa nhận đc hàng , đã thấy ghi giao hàng thành_công",1,0.9373826384544371,11,56
màu_sắc đẹp,1,0.9893948435783386,22,42
chất_liệu tốt,1,0.9819064140319824,79,99
đúng với mô_tả sẽ ủng_hộ,1,0.9815596342086792,38,25
đúng với mô_tả đúng,1,0.6358078122138977,64,10
chất_liệu cao_su,0,0.0517855510115623,23,27
màu_sắc trắng,0,0.0329040735960006,17,41
chất_liệu nhựa,0,0.0374431982636451,63,72
màu_sắc trắng,0,0.0329040735960006,15,81
đúng với mô_tả hơi to,0,0.0557056106626987,74,47
mang ok nhưng đặt lầy hàng về trên ảnh có hình về ko có,0,0.0959455892443656,2,80
chất_liệu k b t,0,0.042670838534832,16,87
màu_sắc trắng,0,0.0329040735960006,8,96
đúng với mô_tả đúng,1,0.6358078122138977,22,98
"có mì nhữ a hơi ghê đế hơi cứng nhưng với giá tiền thì hài_lòng có , sao thì mik cho r k có nên mik cho shop sao",1,0.9838514924049376,31,45
"ko đúng vs ảnh , dép ko đúng rom",0,0.0036592346150428,38,46
chất_liệu thù cũng đc tho y,1,0.9927733540534972,99,81
"cho e đổi lại đc ko ak , e lấy cỡ , hơi ngắn và chật ak",0,0.0470790192484855,94,8
nhận hàng rất nhanh,1,0.9849379062652588,2,77
dép đẹp rất là oki,1,0.992866039276123,4,70
mn người nên đặt nha,1,0.9881021976470948,36,12
không giao đúng sie mà tôi đã chọn,0,0.0043808207847177,97,52
không giao đúng mẫu mà tôi đã chọn,0,0.0046488274820148,77,59
chất_liệu rất đẹp,1,0.9928879141807556,26,19
màu_sắc đúng chuẩn,1,0.9618703722953796,76,89
đúng với mô_tả đúng giống như ảnh,0,0.4759812653064728,100,76
hàng rất đẹp và tốt ạ,1,0.9928626418113708,39,32
đúng với mô_tả dép rất đẹp rất hài_lòng,1,0.992933988571167,51,85
cảm_ơn shop,1,0.9584168791770936,33,78
đẹp lắm ạ,1,0.9928998947143556,12,22
chất_liệu ok,1,0.9762645959854126,35,56
màu_sắc ok,1,0.9877118468284608,12,7
đúng với mô_tả ko giống như hình vì con gấu kia phải in lên,0,0.0461948551237583,84,93
chất_liệu khá ok,1,0.9907586574554444,19,33
màu_sắc đẹp,1,0.9893948435783386,34,32
đúng với mô_tả cũng giống dép,0,0.0729646235704422,39,86
sản_phẩm khá ok hợp giá tiền,1,0.9896883964538574,38,85
đ,0,0.0689882412552833,62,10
nhận hàng hay chưa nhận kệ người,0,0.0899431928992271,6,77
shop e e nhiều chuyện quá,0,0.0048318938352167,2,20
dép ok nè,1,0.96408349275589,53,4
nhận hàng ngoài sức tưởng_tượng,1,0.9894863367080688,70,14
đóng_gói kỹ,1,0.9087600111961364,34,43
lần sau sẽ ủng_hộ tiếp,1,0.9894981384277344,53,55
chất_liệu cao_su,0,0.0517855510115623,93,91
rất là đẹp dịch_vụ quá tốt mn nên mua thử nhé,1,0.992923617362976,72,60
chất_liệu ok,1,0.9762645959854126,74,84
màu_sắc đúng,1,0.7927626967430115,47,21
đúng với mô tảo k,0,0.0556600503623485,15,11
nên mua,1,0.9908403754234314,43,3
chất_liệu siêu nhẹ,1,0.990609049797058,38,35
màu_sắc trắng en,0,0.0438436903059482,33,96
đúng với mô_tả giống hình nhưng k có con gấu,0,0.0687192603945732,59,100
giao dép trơn k có hình gấu nhưng săn c giá rẻ nên ok oy,1,0.9136141538619996,22,63
"thấy đơn đã giao nhưng chẳng thấy hàng đâu , chả ai gọi gì cả",0,0.0062750498764216,38,2
màu_sắc trắng,0,0.0329040735960006,68,19
dép đế cao_dày dặn nhma be vé đang iu trông buồn_cười lắm nch là giá này xinh q u ã i khỏi phải bàn ship thì chịu_khó chạy thẳng nhà ka ka,1,0.7855947017669678,13,11
màu_sắc ok,1,0.9877118468284608,34,51
đúng với mô tảo k,0,0.0556600503623485,80,87
sản_phẩm tốt giá rẻ mà phụ hợp mang đi,1,0.9924820065498352,57,10
chất_liệu k nói nhiều cho shop sao vì hàng quá đẹp,1,0.9524877071380616,46,63
áp mã giảm_giá còn k quá tuyệt_vời,1,0.9624375700950624,56,37
xuất_sắc,1,0.9924778342247008,62,15
chất_liệu tốt giao hàng nhanh_chóng rất thích,1,0.9928730726242064,82,30
ok,1,0.95584899187088,57,39
bũa sau đặt tiếp,1,0.5807843804359436,10,37
giao hàng hơi lâu nhưng_mà dép đẹp lắm,1,0.959953248500824,17,98
mình không ở nhà anh shipper để ở ngoài hiên cho lun n,0,0.1018207743763923,49,85
chất_liệu ok,1,0.9762645959854126,60,24
màu_sắc chuẩn nhu hình,1,0.9206663370132446,77,12
lần đầu mua hang của shop rất ưng ạ,1,0.9924473762512208,7,34
màu_sắc đẹp,1,0.9893948435783386,67,66
đúng với mô_tả có,0,0.4907273352146148,57,22
chất_liệu tốt,1,0.9819064140319824,94,86
rất tuyệt_vời sao lun,1,0.9929089546203612,17,62
đúng với mô_tả đi rất mêm chân và đẹp,1,0.9929492473602296,97,78
màu_sắc màu trắng,0,0.0275750253349542,37,91
chất_liệu đúng,1,0.8794782757759094,6,58
màu_sắc không có con gấu in chỉ có con gấu dán thôi,0,0.0052541242912411,74,63
đúng với mô_tả đúng,1,0.6358078122138977,13,59
chất_liệu cx tốt,0,0.4538187980651855,34,12
nma hơi nhỏ_xíu,0,0.0078162094578146,58,23
uớc có cỡ to hơn,0,0.026905259117484,86,69
chất_liệu tốt,1,0.9819064140319824,1,22
màu_sắc trắng_đen,0,0.0324107967317104,37,13
đúng với mô_tả giống với hình,0,0.4734799265861511,3,61
rất đẹp nên ủng_hộ shop nha,1,0.9927750825881958,1,23
đúng với mô_tả đúng,1,0.6358078122138977,92,58
chất_liệu ok,1,0.9762645959854126,45,59
màu_sắc đúng với mô_tả,0,0.471092015504837,59,72
phù_hợp,1,0.7469969987869263,89,86
đúng với mô tảo ke e,0,0.1147835403680801,48,80
"chất_liệu o k , hàng xịn",1,0.981923282146454,58,89
màu_sắc đúng,1,0.7927626967430115,94,81
chất_liệu nhẹ,1,0.7571122050285339,60,48
màu_sắc trắng,0,0.0329040735960006,67,81
đúng với mô_tả chuẩn,1,0.5591094493865967,58,44
hơi rộng nhưng đúng sản_phẩm đúng chất_lượng nên cho sao luôn,1,0.9892780780792236,5,54
chất_liệu tốt,1,0.9819064140319824,75,43
màu_sắc trắng_đen,0,0.0324107967317104,68,6
đúng với mô_tả đúng,1,0.6358078122138977,26,21
đẹp,1,0.9928285479545592,99,56
mình đã nhận được hàng dép đẹp,1,0.9905914664268494,54,60
sẽ ủng_hộ shop dài_hạn,1,0.9913300275802612,48,6
chất_liệu tốt,1,0.9819064140319824,1,36
màu_sắc trắng,0,0.0329040735960006,31,17
"đúng với mô_tả đúng với mẫu_mã shop đã quảng_cáo , tôi rất hài_lòng",1,0.9921755194664,20,34
chất_liệu ok,1,0.9762645959854126,100,29
màu_sắc ok,1,0.9877118468284608,72,78
đúng với mô_tả đúng và còn rất đẹp ạ,1,0.9927359819412231,97,52
tuyệt,1,0.9929080009460448,34,22
chất_liệu tốt,1,0.9819064140319824,50,70
màu_sắc đẹp,1,0.9893948435783386,38,6
sản_phẩm rất tuyệt_vời,1,0.992922067642212,97,55
chất_liệu,0,0.0976125746965408,36,47
màu_sắc k k,0,0.0565579980611801,11,14
đúng với mô_tả đúng,1,0.6358078122138977,87,33
chất_lượng tuyệt_vời dép đẹp chất_liệu siêu nhẹ,1,0.9928683638572692,60,22
màu_sắc trắng,0,0.0329040735960006,99,90
đúng với mô_tả y e s,0,0.4853530824184418,25,78
chất_liệu sốp,0,0.051737792789936,13,17
sản_phẩm tốt chất_lượng cao,1,0.9926254153251648,88,91
tuyệt_vời,1,0.992883801460266,37,2
chất_liệu tốt,1,0.9819064140319824,77,56
màu_sắc đẹp,1,0.9893948435783386,7,90
rất đẹp và tốt,1,0.9929156303405762,11,22
chất_liệu đ c,0,0.1259568184614181,41,37
màu_sắc đ c,0,0.4531266093254089,75,62
đúng với mô_tả đúng,1,0.6358078122138977,64,59
chất_liệu ok,1,0.9762645959854126,31,97
màu_sắc đúng,1,0.7927626967430115,2,37
đúng với mô tảo k,0,0.0556600503623485,73,80
màu_sắc ok,1,0.9877118468284608,79,83
đúng với mô_tả đẹp,1,0.9408416152000428,13,96
chất_liệu ok,1,0.9762645959854126,84,59
với giá tiền như này,1,0.723381757736206,58,59
nhân đc hàng rất ung,1,0.9926168322563172,15,81
màu_sắc ok,1,0.9877118468284608,68,44
đúng với mô tảo k,0,0.0556600503623485,76,61
chất_liệu ok,1,0.9762645959854126,14,79
chất_liệu đẹp,1,0.9897521734237672,43,11
màu_sắc đẹp,1,0.9893948435783386,22,35
đẹp lắm lun í,1,0.9929156303405762,60,10
"chất liệubền , đi êm chân",1,0.9925472140312196,35,1
màu_sắc trắng,0,0.0329040735960006,35,59
hơi rộng tí nma hàng đẹp nên tha_thứ,1,0.917693018913269,54,83
"sản_phẩm đúng như trong hình , tôi rất hài_lòng",1,0.9921417236328124,22,1
chất_liệu chất ok,1,0.9928653240203856,68,63
đúng với hình mô_tả,1,0.4959273338317871,3,20
màu_sắc đẹp,1,0.9893948435783386,8,59
đúng với mô_tả đúng,1,0.6358078122138977,83,21
chất_liệu tốt,1,0.9819064140319824,68,22
đặt mà dao chiếc chiếc,0,0.0043058274313807,2,63
dép hơi bé nhưng rất đẹp cho shop s,1,0.98380708694458,59,10
đúng với mô_tả đẹp,1,0.9408416152000428,7,49
tuyệt_vời,1,0.992883801460266,60,22
shop rất uy_tín và chất_lượng,1,0.992000937461853,14,31
màu_sắc chuẩn,1,0.9906588792800904,61,56
đúng với mô_tả đúng r,0,0.0926075652241706,47,21
"hàng tốt chất_lượng , đáng để mua",1,0.9928602576255798,9,89
"giao hok đúng mẫu , nhưng hàng rất đẹp và êm",1,0.9918448328971864,10,78
đúng với mô_tả dép đúng vs mô_tả,0,0.4590207636356354,60,73
giao hàng nhanh nhưng nhầm sie,0,0.0112500544637441,8,85
chất_liệu đẹp p,1,0.9887287616729736,87,41
màu_sắc đúng màu,0,0.3079327344894409,28,71
chất_liệu êm,1,0.9801300764083862,5,80
màu_sắc tuyệt_vời,1,0.99290531873703,57,7
k hải lòng nha,1,0.419589638710022,57,73
đặt giao,0,0.0706284344196319,9,88
màu sắc đen_trắng,0,0.0333852805197238,47,93
đúng với mô_tả đúng,1,0.6358078122138977,12,22
đúng với mô_tả dép rất đẹp,1,0.9918308854103088,32,7
chất_liệu rất tốt,1,0.992347240447998,98,3
màu_sắc ok,1,0.9877118468284608,35,28
chất_liệu ok,1,0.9762645959854126,62,86
màu_sắc ok,1,0.9877118468284608,52,62
ok,1,0.95584899187088,76,44
chất_liệu tốt,1,0.9819064140319824,93,16
màu_sắc trắng,0,0.0329040735960006,45,88
hàng quá đẹp quá chất_lượng,1,0.9929064512252808,57,63
đẹp đúng hình nhưng giao hàng chậm,0,0.087795078754425,43,29
"đôi dép tốt đi bền , màu đẹp",1,0.9928416013717652,86,80
bền đẹp cảm_ơn shop nhiều,1,0.992697536945343,29,36
rất đẹp,1,0.992908239364624,68,16
tôi rất,1,0.9852187037467957,93,84
hài_lòng,1,0.975297510623932,55,77
sản_phẩm tốt rất hài_lòng,1,0.992880403995514,37,5
hàng dep,1,0.9839993119239808,76,52
hất lư on h h,0,0.1629692763090133,94,64
dép đẹp đ êm chân lắm,1,0.9929423332214355,96,67
chất_liệu dầy đáng tiền,1,0.9928529858589172,11,2
sản_phẩm tốt chất_lượng,1,0.9926673769950868,47,57
đặt một mẫu gửi một mẫu,0,0.0207048021256923,60,20
dep tôt a đep luôn,1,0.992936909198761,50,97
sản_phẩm đúng với mô_tả,1,0.7750213146209717,35,24
đúng với mô_tả hàng ok,1,0.9002750515937805,5,93
hàng đẹp đúng như hình,1,0.9726995825767516,5,80
shop de l l giao hàng à,0,0.1220878884196281,1,50
"sản_phẩm y hình , ưng_ý",1,0.9924156665802002,20,64
đã rẻ mà_lại rất đẹp,1,0.9929074048995972,45,33
sp tốt ạaa hơi chật t,0,0.3630946576595306,22,14
hãy giao đến tận nơi,1,0.8390615582466125,100,94
hàng chuẩn sie nhe,1,0.9925225377082824,98,53
hàng đẹp chất_lượng,1,0.992872953414917,2,19
mang em chan lắm ne,0,0.3368521630764007,78,92
đúng với mô_tả đẹp,1,0.9408416152000428,39,91
đúng với mô_tả tốt,1,0.947851061820984,66,46
dép đẹp,1,0.976145088672638,95,19
chất đẹp,1,0.992841362953186,79,70
sản_phẩm rất tốt,1,0.9924551248550416,54,4
hàng đúng như hình,1,0.7847914695739746,52,55
sản_phẩm rất tốt,1,0.9924551248550416,20,47
đẹp k có để nói,1,0.9918686151504515,82,52
uy_tín chất_lượng,1,0.9897894263267516,40,93
để nhận xu thoi,0,0.044926431030035,10,48
đúng với mô tảo k,0,0.0556600503623485,18,31
chất_liệu rất đẹp,1,0.9928879141807556,81,81
màu sắc đen_trắng,0,0.0333852805197238,16,33
a shipper dth vc,1,0.9880581498146056,14,63
"dép đẹp , đi ngon ,",1,0.9928644895553588,69,89
quá xuất xắc lun,1,0.9929099678993224,65,16
uy_tín lắm ae ạ,1,0.9926928281784058,100,83
sản_phẩm rất ok,1,0.9923685193061828,24,26
rất tuyệt luôn,1,0.9929318428039552,61,19
dép xinh lắm ạ,1,0.9917531609535216,42,92
chất_liệu sị n,0,0.0779654681682586,46,52
ok chất_lượng,1,0.9903972148895264,60,85
màu_sắc trắng,0,0.0329040735960006,90,73
chất_liệu tốt,1,0.9819064140319824,49,83
quá ok shop ạ,1,0.9888238310813904,53,36
sản_phẩm tốt,1,0.9818072319030762,37,12
sản_phẩm tốt,1,0.9818072319030762,8,80
hàng tốt lắm,1,0.9915283918380736,73,96
hang qua tot,0,0.2792302668094635,52,93
hàng oke lắm,1,0.9733913540840148,87,100
sản_phẩm tốt,1,0.9818072319030762,74,15
sản_phẩm đẹp,1,0.9911804795265198,25,87
đẹp xuất_sắc,1,0.9929220080375672,83,90
dép đẹp lắm,1,0.991060197353363,97,88
dép đẹp nha,1,0.9879981279373168,28,32
màu_sắc dep,1,0.9914581179618835,51,29
quá xịn sò,1,0.9929320812225342,27,99
hàng chuẩn,1,0.9916989803314208,41,53
đẹp nha mn,1,0.9923273921012878,43,41
tuyệt_vời,1,0.992883801460266,24,20
ok rẻ đẹp,1,0.992885172367096,35,23
chuẩn vừa,1,0.9912325739860536,49,33
tuyet voi,1,0.9913651943206788,17,16
dép tốt ạ,1,0.9893245100975036,61,73
chuẩn đẹp,1,0.9925559163093568,28,81
đẹp lắm ạ,1,0.9928998947143556,44,72
tốt go o d,1,0.9914698004722596,1,66
sài được,1,0.7647459506988525,16,94
hàng tốt,1,0.9888229370117188,49,30
vừa chân,1,0.8832712173461914,72,19
quá tốt,1,0.9927557110786438,17,73
đế dép bị cháy,0,0.0160317625850439,43,55
lỗi,0,0.0051741828210651,11,96
k được thẩm_mĩ lắm,0,0.0456235334277153,48,68
sản_phẩm tốt nên mua nhé mọi người,1,0.9925714135169984,57,97
màu_sắc trắng,0,0.0329040735960006,97,91
ok lắm nên mua,1,0.9927842617034912,4,85
chất_liệu ok i,1,0.9722938537597656,6,41
màu_sắc đẹp,1,0.9893948435783386,22,59
đúng với mô_tả y ep,1,0.9906134605407716,38,12
khá là đẹp,1,0.9928058981895448,73,83
"đẹp lắm ạ , đẹp lắm ạ , đẹp lắm ah , đẹp lắm a , đẹp lắm ạ đẹp lắm ạ",1,0.9929163455963136,21,51
sản_phẩm tốt_giống hình_ảnh,1,0.9348047971725464,70,97
giao hàng nhanh,1,0.9721769690513612,85,43
"săn sa le đ hơn cả mong_đợi , đáng mua nha mn ạ nhưng mn mua nên tăng thêm sie chân mình",1,0.992904245853424,83,64
"dép cũng đẹp , ổn nhưng mới mua về chưa mang lần nào đã bung cục hình dán , dép hôi nồng mùi giống keo cực_kì",0,0.0150500545278191,100,61
chất_liệu nhựa,0,0.0374431982636451,16,32
màu sắc đen,0,0.04629897326231,36,90
đúng với mô_tả đúng với hình_mẫu,1,0.687624990940094,54,44
"hàng đẹp , đúng mẫu , giao n h anh , đáng mua",1,0.9927363395690918,6,95
